Account ID,Customer ID
1.02886E+11,1
7.07227E+11,2
6.70606E+11,3
4.95816E+11,4
9.72764E+11,5
1.91344E+11,6
4.40992E+11,7
4.70801E+11,8
7.75876E+11,9
1.37305E+11,10
1.42221E+11,11
1.0892E+11,12
6.874E+11,13
4.87431E+11,14
6.89156E+11,15
6.37473E+11,16
37264313877,17
3.62674E+11,18
1.32152E+11,19
1.86063E+11,20
18257816792,21
3.62207E+11,22
8.65954E+11,23
9.16005E+11,24
2.3673E+11,25
5.22653E+11,26
8.85155E+11,27
43032310464,28
6.04861E+11,29
3.94675E+11,30
35559019634,31
8.88813E+11,32
3.97099E+11,33
5.34008E+11,34
3.97248E+11,35
8.718E+11,36
1.80918E+11,37
1.74005E+11,38
9.57594E+11,39
7.57542E+11,40
1.9415E+11,41
2.49406E+11,42
17067189856,43
3.5376E+11,44
9.21848E+11,45
8.76251E+11,46
7.12636E+11,47
2.59054E+11,48
5.48852E+11,49
1.38079E+11,50
4.50622E+11,51
8.89383E+11,52
7.16812E+11,53
1.16194E+11,54
4.44853E+11,55
3.97906E+11,56
4.62731E+11,57
8.20956E+11,58
4.48252E+11,59
72032974636,60
8.59698E+11,61
3.37524E+11,62
1.24988E+11,63
2.40164E+11,64
5.89804E+11,65
8.04844E+11,66
3.22756E+11,67
5790233064,68
9.55457E+11,69
9.4945E+11,70
9.89897E+11,71
1.7182E+11,72
1.76338E+11,73
51683634997,74
3.60713E+11,75
7.54525E+11,76
9.9908E+11,77
9.23971E+11,78
4.52677E+11,79
80599615107,80
8.67357E+11,81
7.15871E+11,82
2.55004E+11,83
1.7879E+11,84
8.01761E+11,85
4.09266E+11,86
79825405586,87
4.64078E+11,88
8.1368E+11,89
6.55298E+11,90
1.55202E+11,91
3.63303E+11,92
4.16812E+11,93
3.44982E+11,94
7.8195E+11,95
9.82091E+11,96
2.74253E+11,97
3.20651E+11,98
7.54564E+11,99
2.83027E+11,100
5.51424E+11,101
5.00738E+11,102
2.53556E+11,103
5.54679E+11,104
3.29643E+11,105
6.45545E+11,106
3.78848E+11,107
6.33791E+11,108
3.02057E+11,109
49510440674,110
2.92387E+11,111
7.46641E+11,112
8.33997E+11,113
9.42187E+11,114
4.37098E+11,115
6.53093E+11,116
1.50646E+11,117
6.35849E+11,118
8.68989E+11,119
3.28625E+11,120
8.01722E+11,121
6.45602E+11,122
1.73145E+11,123
1.00673E+11,124
8.78273E+11,125
6.42195E+11,126
9.30975E+11,127
7.42098E+11,128
1.518E+11,129
1.96908E+11,130
29356210020,131
3.96456E+11,132
5.57697E+11,133
8.84765E+11,134
1.77703E+11,135
9.20477E+11,136
4.16408E+11,137
5.54016E+11,138
4.16307E+11,139
3.01393E+11,140
7.48451E+11,141
14272472648,142
3.51714E+11,143
2.11627E+11,144
88228687036,145
4.64637E+11,146
2808255868,147
3.32623E+11,148
6.00512E+11,149
69963157496,150
7.02159E+11,151
7.6758E+11,152
5.291E+11,153
9.63237E+11,154
21356329951,155
5.91896E+11,156
6.01825E+11,157
3.22266E+11,158
4.50775E+11,159
4.47674E+11,160
1.78534E+11,161
9.95293E+11,162
12094575640,163
5.21077E+11,164
9.47979E+11,165
27161473407,166
5.62319E+11,167
2.9375E+11,168
2.56289E+11,169
1.20838E+11,170
77035380616,171
7.38381E+11,172
8.6043E+11,173
1.50391E+11,174
4608371765,175
7.08535E+11,176
1.32052E+11,177
55431893472,178
39735303408,179
1.59139E+11,180
5.2161E+11,181
8.4046E+11,182
1.75034E+11,183
4.76073E+11,184
7.57356E+11,185
9.14936E+11,186
1.25644E+11,187
4.24861E+11,188
8.26116E+11,189
4.77626E+11,190
3.24773E+11,191
7.16733E+11,192
9.42439E+11,193
8.21068E+11,194
3.52629E+11,195
4.55445E+11,196
4.39655E+11,197
5.86336E+11,198
6.08415E+11,199
9.6421E+11,200
9.32515E+11,201
4.50399E+11,202
3.43521E+11,203
1.99189E+11,204
5.923E+11,205
2.50302E+11,206
6.16808E+11,207
6.03355E+11,208
2.08279E+11,209
5.66045E+11,210
4.60291E+11,211
8.26849E+11,212
2.69956E+11,213
5.52134E+11,214
2.31892E+11,215
4.76798E+11,216
3.33064E+11,217
9972815106,218
5.74125E+11,219
6.36334E+11,220
9.2412E+11,221
7.30468E+11,222
1.22988E+11,223
7.78483E+11,224
6.85587E+11,225
3.56202E+11,226
99101122902,227
5.55506E+11,228
27759961137,229
58283167495,230
79108619622,231
1.50179E+11,232
4.71571E+11,233
2.46045E+11,234
9.26087E+11,235
4.73898E+11,236
7.02902E+11,237
8.81446E+11,238
81673967409,239
44156102875,240
2.04047E+11,241
3.54572E+11,242
2.71467E+11,243
2.92181E+11,244
9.94258E+11,245
1.94603E+11,246
1.77868E+11,247
9.32124E+11,248
7.13953E+11,249
8.85245E+11,250
2.84147E+11,251
4.98375E+11,252
2.77655E+11,253
8.19136E+11,254
8.40991E+11,255
2.1726E+11,256
4.918E+11,257
7.7898E+11,258
7.74099E+11,259
4.11561E+11,260
4.53659E+11,261
2.58815E+11,262
5.04452E+11,263
3.73076E+11,264
1.68656E+11,265
3.56793E+11,266
1.43317E+11,267
5.76129E+11,268
6.75604E+11,269
2.92484E+11,270
5.17869E+11,271
8.8027E+11,272
9.99007E+11,273
2.52302E+11,274
8.07457E+11,275
2.79196E+11,276
8.38226E+11,277
2.81829E+11,278
9.26049E+11,279
81180209130,280
1.98712E+11,281
9.14839E+11,282
8.26807E+11,283
65199005613,284
2.5413E+11,285
8.95171E+11,286
7.67027E+11,287
7.96442E+11,288
43695404890,289
48974191199,290
5.30716E+11,291
5.71294E+11,292
6.22281E+11,293
2.33564E+11,294
4.17271E+11,295
6.27527E+11,296
8.32551E+11,297
3.98659E+11,298
9.00577E+11,299
73724488208,300
33790943177,301
8.82392E+11,302
3.1636E+11,303
2.02677E+11,304
7.86444E+11,305
9.19401E+11,306
91180120575,307
6.76288E+11,308
9.77112E+11,309
3.25883E+11,310
8.65543E+11,311
5.57657E+11,312
5.45658E+11,313
5.85505E+11,314
3.52388E+11,315
5.1948E+11,316
2.19573E+11,317
8.45577E+11,318
3.28637E+11,319
4.92414E+11,320
3.51487E+11,321
4.07399E+11,322
6.34314E+11,323
8.33442E+11,324
4.60141E+11,325
3.18853E+11,326
9.23551E+11,327
3.42235E+11,328
8.03713E+11,329
5.07358E+11,330
1.49701E+11,331
7.01213E+11,332
6.38322E+11,333
1.20465E+11,334
4.47789E+11,335
7.06922E+11,336
6.42782E+11,337
1.61398E+11,338
6.5108E+11,339
8.86919E+11,340
8.55585E+11,341
5.63247E+11,342
6067980814,343
9.02503E+11,344
9.80267E+11,345
3.65312E+11,346
8.22995E+11,347
1.60628E+11,348
44730989988,349
3.5364E+11,350
6.86229E+11,351
4.9613E+11,352
4.11462E+11,353
6.26872E+11,354
1.7301E+11,355
3.55165E+11,356
7.59248E+11,357
4.90523E+11,358
2.1375E+11,359
11679405867,360
3.28896E+11,361
1.49624E+11,362
20352083418,363
3.74718E+11,364
7.505E+11,365
9.32761E+11,366
9.03152E+11,367
3.83282E+11,368
8.63572E+11,369
2.02504E+11,370
9.79362E+11,371
87419375480,372
6.55756E+11,373
1.47173E+11,374
5.23734E+11,375
6.86041E+11,376
6.75096E+11,377
8.64829E+11,378
7.06892E+11,379
7.68727E+11,380
5.78462E+11,381
5.50121E+11,382
3.76833E+11,383
50853673986,384
6.28914E+11,385
7.65184E+11,386
8.12581E+11,387
2.25045E+11,388
8.31672E+11,389
2.13414E+11,390
37781863782,391
4.0042E+11,392
8.12588E+11,393
3.47549E+11,394
2.12489E+11,395
9.6399E+11,396
1.61021E+11,397
8.44698E+11,398
9.70564E+11,399
7.7709E+11,400
9.96508E+11,401
4.47849E+11,402
90519927534,403
4.72978E+11,404
5.00845E+11,405
6.6128E+11,406
7.16854E+11,407
40144224134,408
4.51216E+11,409
3.46652E+11,410
9.46274E+11,411
9.21862E+11,412
